Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),SOC
-0.470816374,3.898112535,1.780598629,0.366387287,0.816806356
-0.607756317,3.881751537,1.780598629,0.366535338,0.816732331
-1.205361366,3.812581062,1.780598629,0.366778113,0.816610943
-2.014944315,3.718626022,1.780598629,0.367209677,0.816395161
-2.233400345,3.688495398,1.780598629,0.367806392,0.816096804
-2.056152344,3.703074694,1.780598629,0.3684138,0.8157931
-0.541715622,3.869925976,1.780598629,0.368781218,0.815609391
-0.055497963,3.929053068,1.780598629,0.368869953,0.815565023
-0.192617819,3.916093588,1.780598629,0.368903837,0.815548082
0.57701689,4.00486517,1.780679557,0.368930599,0.815534701
1.07313168,4.064640045,1.78091771,0.368930599,0.815534701
0.734110892,4.031107903,1.781169761,0.368930599,0.815534701
0.415064305,3.997251511,1.781327745,0.368930599,0.815534701
-0.197476402,3.928081036,1.78137554,0.36896228,0.81551886
-1.776874065,3.747460365,1.78137554,0.369285403,0.815357299
-2.182295322,3.695623159,1.78137554,0.369854357,0.815072822
-2.086203575,3.700482845,1.78137554,0.370444526,0.814777737
-2.106897354,3.694327116,1.78137554,0.371036695,0.814481652
-1.529806376,3.755236149,1.78137554,0.371523003,0.814238498
-0.860942185,3.830400229,1.78137554,0.37183704,0.81408148
-0.739477754,3.845465422,1.78137554,0.372058014,0.813970993
-0.531818509,3.86976409,1.78137554,0.37222516,0.81388742
0.075683638,3.940392494,1.781390605,0.372266382,0.813866809
-0.22266902,3.908642054,1.781397158,0.372308274,0.813845863
-0.59803915,3.866200209,1.781397158,0.372443595,0.813778202
-0.526959956,3.873489857,1.781397158,0.37259602,0.81370199
-0.227887496,3.907832146,1.781397158,0.372681149,0.813659426
-0.222848967,3.909290075,1.781397158,0.372744428,0.813627786
-0.374544561,3.892604828,1.781397158,0.372838582,0.813580709
-1.018216133,3.818574667,1.781397158,0.37308389,0.813458055
-1.038190246,3.813877106,1.781397158,0.37337552,0.81331224
-0.551792681,3.868468285,1.781397158,0.373556282,0.813221859
0.025478333,3.935370684,1.781402538,0.373592113,0.813203943
0.131467313,3.949625969,1.781433539,0.373592113,0.813203943
-0.531818509,3.875271797,1.781440397,0.373680671,0.813159664
-0.896211863,3.832020044,1.781440397,0.373944573,0.813027714
-1.20014286,3.795248032,1.781440397,0.37426864,0.81286568
-0.409994185,3.884181261,1.781440397,0.374416881,0.81279156
0.020079914,3.934722662,1.781444981,0.374434607,0.812782697
-0.927162826,3.826998234,1.781445759,0.374651864,0.812674068
-1.170091748,3.797029972,1.781445759,0.374971353,0.812514324
-1.423457503,3.766089439,1.781445759,0.375356814,0.812321593
-1.868647218,3.713280201,1.781445759,0.3758585,0.81207075
-1.392506599,3.764145613,1.781445759,0.37626997,0.811865015
-1.189885855,3.786014557,1.781445759,0.376613214,0.811693393
-0.901790202,3.818574667,1.781445759,0.376876318,0.811561841
-0.911867261,3.817602873,1.781445759,0.377133305,0.811433347
-0.927342772,3.815496922,1.781445759,0.377394543,0.811302728
-0.511844397,3.862960339,1.781445759,0.37754614,0.81122693
-0.161666885,3.904430389,1.781445759,0.377596387,0.811201806
-0.329197854,3.886773109,1.781445759,0.377685987,0.811157007
-0.329017907,3.887259245,1.781445759,0.377778834,0.811110583
-0.673796952,3.847895145,1.781445759,0.377964422,0.811017789
-1.083536983,3.799783707,1.781445759,0.378263644,0.810868178
0.141724303,3.938934565,1.781466988,0.378268033,0.810865984
0.14190425,3.942660332,1.781506307,0.378268033,0.810865984
-0.886134803,3.851783037,1.781527545,0.378269794,0.810865103
-1.215258479,3.799459696,1.781527545,0.378513613,0.810743193
-1.078858376,3.799135685,1.781527545,0.378860862,0.810569569
-0.774747431,3.82780838,1.781527545,0.379158612,0.810420694
-0.693591177,3.841739655,1.781527545,0.379375759,0.810312121
-0.344673306,3.878349543,1.781527545,0.379563886,0.810218057
0.141544357,3.933912754,1.781530002,0.379654019,0.81017299
0.212623551,3.948168039,1.781570715,0.379654019,0.81017299
-0.658141553,3.862312555,1.781623281,0.37967023,0.810164885
-0.901970148,3.826188326,1.781623281,0.379863307,0.810068347
-1.235592484,3.787472486,1.781623281,0.380127113,0.809936444
-1.260965109,3.779372692,1.781623281,0.3804765,0.80976175
-1.388007879,3.763497591,1.781623281,0.380837732,0.809581134
-1.154616237,3.785528421,1.781623281,0.381214854,0.809392573
-0.835749567,3.819708586,1.781623281,0.381523585,0.809238207
-0.192977712,3.891633034,1.781623281,0.381728641,0.80913568
0.141364411,3.932616949,1.781629422,0.381772352,0.809113824
2.141299009,4.151629448,1.781773505,0.381772352,0.809113824
1.959372282,4.148875713,1.782360402,0.381772352,0.809113824
1.837547898,4.141585827,1.782915104,0.381772352,0.809113824
1.559529305,4.115991116,1.783410538,0.381772352,0.809113824
1.245161295,4.084565163,1.783829949,0.381772352,0.809113824
0.916217566,4.050384521,1.784160535,0.381772352,0.809113824
-0.000254133,3.950435877,1.784357389,0.381772358,0.809113821
-0.000254133,3.946224213,1.78435739,0.381772396,0.809113802
-0.000254133,3.944928169,1.78435739,0.381772443,0.809113779
-0.000254133,3.944604158,1.784357391,0.381772481,0.80911376
-7.4186E-05,3.944442272,1.784357392,0.381772518,0.809113741
-7.4186E-05,3.943956375,1.784357394,0.381772558,0.809113721
-0.000254133,3.943956375,1.784357395,0.381772603,0.809113699
-0.000254133,3.943956375,1.784357396,0.381772646,0.809113677
-7.4186E-05,3.944118261,1.784357397,0.381772681,0.80911366
-7.4186E-05,3.944118261,1.784357397,0.381772728,0.809113636
-7.4186E-05,3.944118261,1.784357399,0.38177276,0.80911362
-0.000254133,3.944442272,1.7843574,0.381772796,0.809113602
-7.4186E-05,3.944604158,1.784357401,0.381772832,0.809113584
-0.000254133,3.944442272,1.784357402,0.381772867,0.809113566
-0.000254133,3.944604158,1.784357403,0.381772909,0.809113546
-7.4186E-05,3.944928169,1.784357404,0.381772945,0.809113527
-0.000254133,3.944928169,1.784357405,0.381772993,0.809113503
0.000105761,3.945414066,1.784357406,0.381773037,0.809113482
-0.000254133,3.945414066,1.784357406,0.381773082,0.809113459
0.000105761,3.945414066,1.78435741,0.381773111,0.809113445
-0.000254133,3.945414066,1.784357411,0.381773152,0.809113424
-0.000254133,3.945738077,1.784357413,0.381773196,0.809113402
-7.4186E-05,3.945900202,1.784357413,0.381773235,0.809113383
-7.4186E-05,3.946062088,1.784357415,0.381773265,0.809113368
0.000105761,3.946386099,1.784357417,0.381773295,0.809113352
-0.000434081,3.946224213,1.784357418,0.381773338,0.809113331
-0.000434081,3.946386099,1.784357418,0.381773385,0.809113308
-0.000254133,3.946386099,1.784357418,0.381773433,0.809113284
-7.4186E-05,3.946548223,1.78435742,0.38177347,0.809113265
-7.4186E-05,3.946871996,1.78435742,0.381773514,0.809113243
-7.4186E-05,3.947034121,1.784357421,0.381773557,0.809113222
-7.4186E-05,3.947034121,1.784357422,0.381773597,0.809113202
-0.000254133,3.947034121,1.784357423,0.381773641,0.80911318
-7.4186E-05,3.947358131,1.784357427,0.381773676,0.809113162
-7.4186E-05,3.947358131,1.784357429,0.381773717,0.809113142
-7.4186E-05,3.947520018,1.78435743,0.381773764,0.809113118
-0.000254133,3.947520018,1.784357431,0.381773817,0.809113092
-7.4186E-05,3.947844028,1.784357434,0.381773847,0.809113076
-0.000254133,3.947844028,1.784357435,0.38177389,0.809113055
-0.000254133,3.947844028,1.784357438,0.381773934,0.809113033
-0.000254133,3.948006153,1.78435744,0.381773979,0.80911301
-7.4186E-05,3.948006153,1.784357441,0.381774022,0.809112989
-1.05348587,3.827646255,1.784357441,0.381986675,0.809006663
-1.448110342,3.778886795,1.784357441,0.382364316,0.808817842
-1.838056207,3.730937243,1.784357441,0.382843551,0.808578225
-2.2843256,3.676670074,1.784357441,0.383454984,0.808272508
-2.865915298,3.607499599,1.784357441,0.384223078,0.807888461
-3.346734524,3.549830675,1.784357441,0.385118398,0.807440801
-2.926557541,3.589356661,1.784357441,0.385974001,0.807013
-2.825607061,3.596484184,1.784357441,0.386777341,0.806611329
-2.237899065,3.658041,1.784357441,0.387441887,0.806279057
-1.220656872,3.77111125,1.784357441,0.387845882,0.806077059
0.273085862,3.943146229,1.784419126,0.387911556,0.806044222
0.187071025,3.937962532,1.784474839,0.387911556,0.806044222
0.075323746,3.927919149,1.784500639,0.387911556,0.806044222
-0.7446962,3.835259914,1.784504568,0.388081081,0.805959459
-0.618193269,3.848867178,1.784504568,0.388261225,0.805869387
-0.622691929,3.848381281,1.784504568,0.388436757,0.805781622
-0.911507368,3.8148489,1.784504568,0.388681248,0.805659376
-2.152424097,3.673106194,1.784504568,0.389242674,0.805378663
0.277944446,3.94671011,1.784574522,0.389297574,0.805351213
1.406933904,4.079057217,1.784946934,0.389297574,0.805351213
0.612646461,3.994821548,1.785130871,0.389297574,0.805351213
1.615133047,4.110159874,1.785555541,0.389297574,0.805351213
0.698841214,4.011506557,1.785774556,0.389297574,0.805351213
0.106454633,3.945090294,1.785816097,0.389297574,0.805351213
-1.022534847,3.814687014,1.785817022,0.38957032,0.80521484
-0.678835511,3.85129714,1.785817022,0.38973242,0.80513379
-1.569574714,3.748918295,1.785817022,0.390129373,0.804935314
-2.678770065,3.62045908,1.785817022,0.39086862,0.80456569
-3.088690042,3.569431782,1.785817022,0.391724752,0.804137624
-4.000303268,3.465595007,1.785817022,0.392831907,0.803584047
-4.000303268,3.459115505,1.785817022,0.393943107,0.803028447
-4.000123501,3.45393157,1.785817022,0.395089008,0.802455496
-2.531573057,3.585468769,1.785817022,0.396214281,0.80189286
-4.000123501,3.471264839,1.785817022,0.396941129,0.801529436
-3.0179708,3.541245222,1.785817022,0.398031003,0.800984498
-4.000123501,3.453769684,1.785817022,0.398880131,0.800559934
-3.833132267,3.454741716,1.785817022,0.400006646,0.799996677
-4.000303268,3.436760664,1.785817022,0.401073139,0.799463431
-2.921339035,3.538653374,1.785817022,0.402190944,0.798904528
-2.749489307,3.562789917,1.785817022,0.402997951,0.798501024
-2.592395306,3.579151154,1.785817022,0.403758735,0.798120633
-1.053845763,3.73644495,1.785817022,0.404448666,0.797775667
-0.643385887,3.793790102,1.785817022,0.404733417,0.797633291
-0.87623769,3.776780844,1.785817022,0.404923018,0.797538491
-0.627910376,3.802213669,1.785817022,0.405159446,0.797420277
-1.028113246,3.764145613,1.785817022,0.405349648,0.797325176
-1.028293252,3.762039661,1.785817022,0.40563526,0.79718237
-1.028293252,3.762363672,1.785817022,0.405920855,0.797039572
-1.028113246,3.762849569,1.785817022,0.406215381,0.796892309
-1.483559966,3.714738131,1.785817022,0.406526186,0.796736907
-1.494356751,3.711012363,1.785817022,0.406938892,0.796530554
-2.182295322,3.636496305,1.785817022,0.407400684,0.796299658
-2.450776815,3.604259968,1.785817022,0.408030337,0.795984832
-2.501522064,3.595350266,1.785817022,0.408724606,0.795637697
-2.076126575,3.638116121,1.785817022,0.40938281,0.795308595
-2.349826336,3.609443665,1.785817022,0.409986445,0.795006777
-2.633243322,3.577693224,1.785817022,0.410655607,0.794672197
-2.192372561,3.621754885,1.785817022,0.411377425,0.794311287
-2.471470833,3.592110395,1.785817022,0.412017148,0.793991426
-3.017790794,3.53233552,1.785817022,0.412758298,0.793620851
-4.000303268,3.426717043,1.785817022,0.413671193,0.793164404
-3.959455252,3.425421238,1.785817022,0.41479636,0.79260182
-2.775041819,3.545942783,1.785817022,0.415807981,0.79209601
-2.2843256,3.599562168,1.785817022,0.416545054,0.791727473
-1.75707984,3.657393217,1.785817022,0.417132639,0.79143368
-1.24081099,3.715224028,1.785817022,0.41758019,0.791209905
-0.749914706,3.77111125,1.785817022,0.417875856,0.791062072
-1.473482847,3.695623159,1.785817022,0.418161264,0.790919368
-1.995150208,3.638278008,1.785817022,0.418630088,0.790684956
-2.304299593,3.603287935,1.785817022,0.419215137,0.790392431
-2.597973824,3.569917679,1.785817022,0.419896422,0.790051789
-2.071267843,3.624346733,1.785817022,0.420562091,0.789718954
-2.65339756,3.562142134,1.785817022,0.421210881,0.789394559
-2.116794586,3.617381096,1.785817022,0.42189775,0.789051125
-2.435841084,3.583363056,1.785817022,0.422535089,0.788732455
-1.88862133,3.640869856,1.785817022,0.42314391,0.788428045
-1.625358462,3.670190334,1.785817022,0.423637232,0.788181384
-1.144719124,3.723323584,1.785817022,0.42403633,0.787981835
-1.610602736,3.674564123,1.785817022,0.424421905,0.787789048
-1.61042285,3.674240351,1.785817022,0.424869285,0.787565357
-1.61042285,3.674078226,1.785817022,0.425330664,0.787334668
-1.61042285,3.674078226,1.785817022,0.425785113,0.787107443
-1.610782743,3.674078226,1.785817022,0.426239367,0.786880316
-1.34176147,3.703236818,1.785817022,0.42665182,0.78667409
-0.840788066,3.758799791,1.785817022,0.426953137,0.786523432
-0.825672507,3.762039661,1.785817022,0.427184261,0.786407869
0.157019824,3.871060133,1.785841548,0.427280327,0.786359836
-0.217990398,3.833963871,1.785859263,0.427315608,0.786342196
-0.466137767,3.808369398,1.785859263,0.427415517,0.786292241
-0.977368116,3.753130198,1.785859263,0.427630232,0.786184884
-0.699169517,3.783098698,1.785859263,0.427859469,0.786070265
-1.159834743,3.733691216,1.785859263,0.42813272,0.78593364
-2.20244956,3.619811058,1.785859263,0.428638626,0.785680687
-1.686180592,3.672134399,1.785859263,0.429169222,0.785415389
-1.691399097,3.671162367,1.785859263,0.429638576,0.785180712
-1.438213229,3.697890997,1.785859263,0.430068473,0.784965763
-0.704388022,3.778076887,1.785859263,0.430335816,0.784832092
-0.42079103,3.810961246,1.785859263,0.430482226,0.784758887
-0.415212661,3.813714981,1.785859263,0.430599898,0.784700051
-0.395238519,3.817278862,1.785859263,0.430712915,0.784643542
-0.106423058,3.850001097,1.785859263,0.430765503,0.784617248
-2.075946569,3.636658192,1.785859263,0.431193038,0.784403481
-0.364467531,3.820194721,1.785859263,0.431398328,0.784300836
-1.068961263,3.745030642,1.785859263,0.431646368,0.784176816
-0.871019244,3.765927553,1.785859263,0.431906262,0.784046869
-0.856443524,3.76787138,1.785859263,0.432145028,0.783927486
-1.534305096,3.69416523,1.785859263,0.432536712,0.783731644
-1.114488006,3.738389015,1.785859263,0.432870011,0.783564995
-4.000303268,3.42898488,1.785859263,0.433816962,0.783091519
0.212623551,3.877215624,1.785906277,0.434050896,0.782974552
-4.000123501,3.427041054,1.785916432,0.434979321,0.78251034
-1.398084998,3.698215008,1.785916432,0.43548661,0.782256695
-2.719618082,3.556310415,1.785916432,0.43619039,0.781904805
-4.000123501,3.418293476,1.785916432,0.437251445,0.781374277
-2.850439787,3.535089493,1.785916432,0.437890235,0.781054882
-2.060830832,3.618515015,1.785916432,0.438714531,0.780642735
-2.643320322,3.555986404,1.785916432,0.439431098,0.780284451
-1.575333118,3.670028448,1.785916432,0.439901078,0.780049461
-1.093793988,3.723485708,1.785916432,0.440224226,0.779887887
0.009822917,3.846437216,1.785918866,0.44025271,0.779873645
0.171595559,3.867496252,1.785962348,0.44025271,0.779873645
0.475166708,3.903458357,1.786086468,0.44025271,0.779873645
0.794573188,3.941526413,1.786302266,0.44025271,0.779873645
0.663211644,3.930672884,1.786493089,0.44025271,0.779873645
-1.286337614,3.719759941,1.78650173,0.440590368,0.779704816
-1.286337614,3.71765399,1.78650173,0.440953234,0.779523383
-0.324519217,3.822138548,1.78650173,0.441053806,0.779473097
0.673108757,3.932940722,1.786684402,0.441055218,0.779472391
-1.028293252,3.749566317,1.786684402,0.441333361,0.77933332
-1.028113246,3.741628647,1.786684402,0.441740469,0.779129766
-0.258478552,3.81663084,1.786684402,0.442023827,0.778988087
-0.997882128,3.760581732,1.786684402,0.442106304,0.778946848
-1.164693236,3.735149145,1.786684402,0.442390818,0.778804591
-1.164873242,3.732395172,1.786684402,0.442719334,0.778640333
-0.238144502,3.823434591,1.786684402,0.443023792,0.778488104
0.01504139,3.858910561,1.786684733,0.443083713,0.778458144
0.019899966,3.863284349,1.786689084,0.443083713,0.778458144
0.521413147,3.914959669,1.78670996,0.443083713,0.778458144
0.805190086,3.950111866,1.786866882,0.443083713,0.778458144
0.79997164,3.954161644,1.787090398,0.443083713,0.778458144
0.916217566,3.968579054,1.787319839,0.443083713,0.778458144
0.906140566,3.970360994,1.787574024,0.443083713,0.778458144
0.784496129,3.960155487,1.787824362,0.443083713,0.778458144
0.886166394,3.972142696,1.788050488,0.443083713,0.778458144
1.52407968,4.03985548,1.788327066,0.443083713,0.778458144
1.169763327,4.008914948,1.788733515,0.443083713,0.778458144
1.422409415,4.036291599,1.789076101,0.443083713,0.778458144
1.002772212,3.996117592,1.789453741,0.443083713,0.778458144
0.860613883,3.981700182,1.789727908,0.443083713,0.778458144
0.561721385,3.951245785,1.789951251,0.443083713,0.778458144
0.470488071,3.941364288,1.790101342,0.443083713,0.778458144
-0.33441633,3.857128859,1.790199967,0.443104024,0.778447988
0.141724303,3.904106379,1.790209187,0.443174561,0.778412719
0.531490207,3.946386099,1.790277883,0.443174561,0.778412719
0.90092206,3.987694025,1.790456661,0.443174561,0.778412719
1.579683423,4.061562061,1.790766801,0.443174561,0.778412719
1.786802769,4.086994648,1.791222694,0.443174561,0.778412719
0.596991062,3.966149092,1.791628664,0.443174561,0.778412719
0.379794627,3.941364288,1.79177657,0.443174561,0.778412719
0.161518514,3.917551517,1.791865454,0.443174561,0.778412719
0.526091814,3.955619574,1.791945858,0.443174561,0.778412719
0.480565131,3.952055931,1.792087657,0.443174561,0.778412719
0.85521543,3.992553711,1.792264369,0.443174561,0.778412719
0.384473234,3.944442272,1.792452902,0.443174561,0.778412719
-7.4186E-05,3.902810335,1.792519644,0.443174574,0.778412713
-7.4186E-05,3.901838541,1.792519645,0.443174622,0.778412689
-7.4186E-05,3.901352406,1.792519647,0.443174654,0.778412673
-7.4186E-05,3.901190519,1.792519647,0.443174708,0.778412646
-0.000254133,3.901028395,1.792519649,0.443174748,0.778412626
-7.4186E-05,3.901028395,1.792519652,0.44317479,0.778412605
-0.000254133,3.900866508,1.792519652,0.443174836,0.778412582
-7.4186E-05,3.901028395,1.792519652,0.443174867,0.778412566
-7.4186E-05,3.901028395,1.792519654,0.443174908,0.778412546
-0.000254133,3.901028395,1.792519655,0.443174945,0.778412528
-0.000254133,3.901190519,1.792519656,0.443174986,0.778412507
-0.000254133,3.901190519,1.792519657,0.443175026,0.778412487
-0.000254133,3.901352406,1.792519657,0.443175072,0.778412464
-0.000254133,3.90151453,1.79251966,0.443175117,0.778412441
0.000105761,3.901838541,1.792519661,0.443175156,0.778412422
-0.000254133,3.90151453,1.792519664,0.443175186,0.778412407
-7.4186E-05,3.901676416,1.792519666,0.443175219,0.778412391
-0.33441633,3.865552425,1.792519668,0.443233295,0.778383353
-1.06356287,3.785366535,1.792519668,0.443457361,0.778271319
-1.670885086,3.716844082,1.792519668,0.443868088,0.778065956
-2.025381327,3.674726248,1.792519668,0.444396888,0.777801556
-2.461393595,3.624184847,1.792519668,0.445049506,0.777475247
-2.825787067,3.58109498,1.792519668,0.445801291,0.777099354
-2.784939051,3.580609083,1.792519668,0.446590595,0.776704703
-3.078613043,3.545942783,1.792519668,0.447433729,0.776283136
-1.691399097,3.689629555,1.792519668,0.448026973,0.775986514
-2.177796602,3.637306213,1.792519668,0.448601177,0.775699412
-2.101319075,3.643461943,1.792519668,0.449200016,0.775399992
-2.369440556,3.613007307,1.792519668,0.449838496,0.775080752
-3.149692297,3.527961731,1.792519668,0.450650757,0.774674621
-1.625538349,3.686389685,1.792519668,0.451221786,0.774389107
-1.681501985,3.680881977,1.792519668,0.451692176,0.774153912
-1.311710238,3.720407963,1.792519668,0.452086322,0.773956839
-1.599805951,3.689629555,1.792519668,0.452511337,0.773744331
-1.762478232,3.671000481,1.792519668,0.452998653,0.773500674
-1.98507309,3.64572978,1.792519668,0.453537095,0.773231453
-0.795621336,3.773055077,1.792519668,0.45382852,0.77308574
-1.079038382,3.743734598,1.792519668,0.454116301,0.77294185
-0.430688143,3.814524889,1.792519668,0.454266899,0.77286655
-0.05099928,3.857614756,1.792519668,0.45429942,0.77285029
-0.901610255,3.766899347,1.792519668,0.454513,0.7727435
-1.894019723,3.658851147,1.792519668,0.454997783,0.772501109
-1.483559966,3.700320959,1.792519668,0.455425941,0.77228703
-0.658501446,3.789254189,1.792519668,0.455640989,0.772179505
-0.658141553,3.790712118,1.792519668,0.455829536,0.772085232
-0.6583215,3.791198254,1.792519668,0.45601237,0.771993815
-0.658141553,3.791684151,1.792519668,0.456198024,0.771900988
-0.6583215,3.792170048,1.792519668,0.45638369,0.771808155
-0.78032577,3.77904892,1.792519668,0.456597718,0.771701141
-1.149757624,3.738712788,1.792519668,0.45691168,0.77154416
-0.795261443,3.776456833,1.792519668,0.457138837,0.771430582
-0.480713487,3.810961246,1.792519668,0.457279941,0.77136003
0.050670959,3.870249987,1.792533086,0.457287153,0.771356423
0.521413147,3.923383236,1.792670762,0.457287153,0.771356423
0.607068062,3.935532808,1.792838468,0.457287153,0.771356423
0.227379233,3.89649272,1.792895009,0.457287153,0.771356423
1.528578281,4.037911415,1.793259907,0.457287153,0.771356423
1.665878177,4.057188511,1.793720843,0.457287153,0.771356423
2.014796019,4.098172188,1.794296546,0.457287153,0.771356423
1.361767173,4.034671783,1.794715433,0.457287153,0.771356423
1.229865789,4.023818016,1.795093448,0.457287153,0.771356423
1.063234568,4.007781029,1.795438168,0.457287153,0.771356423
1.063234568,4.006970882,1.795664298,0.457287153,0.771356423
-7.4186E-05,3.901352406,1.795916705,0.457287153,0.771356423
-0.000254133,3.893900871,1.795916707,0.457287181,0.771356409
-7.4186E-05,3.893090963,1.795916707,0.457287224,0.771356388
-7.4186E-05,3.892766953,1.79591671,0.457287259,0.771356371
-7.4186E-05,3.892604828,1.795916711,0.457287297,0.771356351
0.000105761,3.892604828,1.795916714,0.457287334,0.771356333
-0.000254133,3.892604828,1.795916717,0.45728737,0.771356315
-7.4186E-05,3.892928839,1.795916718,0.457287403,0.771356298
-7.4186E-05,3.892928839,1.795916719,0.457287442,0.771356279
-0.83556962,3.806263447,1.795916722,0.457329156,0.771335422
-1.069141269,3.776780844,1.795916722,0.457578053,0.771210974
-1.706514716,3.708096504,1.795916722,0.457905901,0.77104705
-2.324273825,3.638278008,1.795916722,0.458407952,0.770796024
-2.739592314,3.589518547,1.795916722,0.459072532,0.770463734
-3.225630045,3.533631563,1.795916722,0.459886848,0.770056576
-4.000123501,3.449395895,1.795916722,0.460823195,0.769588402
-3.565010548,3.484709978,1.795916722,0.461926095,0.769036952
-1.180168748,3.72559166,1.795916722,0.46277677,0.768611615
-2.840362787,3.561494112,1.795916722,0.463224917,0.768387542
-2.455815315,3.594378471,1.795916722,0.464002074,0.767998963
-1.868827105,3.653829336,1.795916722,0.464652876,0.767673562
-0.66336,3.780992746,1.795916722,0.465088561,0.767455719
-0.319120795,3.821814537,1.795916722,0.465246592,0.767376704
0.009822917,3.859720707,1.795917491,0.465310977,0.767344512
0.075323746,3.86976409,1.795926519,0.465310977,0.767344512
0.141724303,3.879159689,1.795953831,0.465310977,0.767344512
0.374216259,3.905726194,1.79602004,0.465310977,0.767344512
1.772047043,4.055730343,1.79626512,0.465310977,0.767344512
1.81235528,4.06658411,1.796769337,0.465310977,0.767344512
1.53415668,4.042771339,1.797243753,0.465310977,0.767344512
1.219788671,4.012802601,1.797640392,0.465310977,0.767344512
0.896063507,3.980566263,1.797943429,0.465310977,0.767344512
-7.4186E-05,3.88709712,1.798093194,0.465310984,0.767344508
-0.000254133,3.885153294,1.798093194,0.465311033,0.767344484
-7.4186E-05,3.884991407,1.798093194,0.465311073,0.767344463
-0.000254133,3.884829283,1.798093195,0.465311116,0.767344442
-0.000254133,3.885153294,1.798093196,0.465311159,0.76734442
-7.4186E-05,3.88531518,1.798093197,0.465311199,0.767344401
-7.4186E-05,3.885801315,1.798093197,0.465311251,0.767344374
-7.4186E-05,3.886125326,1.798093199,0.465311285,0.767344357
0.000105761,3.886611223,1.7980932,0.465311321,0.76734434
-7.4186E-05,3.886773109,1.798093201,0.465311352,0.767344324
-7.4186E-05,3.88709712,1.798093205,0.465311379,0.76734431
-0.000254133,3.887259245,1.798093205,0.465311413,0.767344293
-0.000254133,3.887583256,1.798093206,0.465311444,0.767344278
-0.000254133,3.887907267,1.798093207,0.465311494,0.767344253
-7.4186E-05,3.888393164,1.798093208,0.465311539,0.76734423
-7.4186E-05,3.88855505,1.798093209,0.465311572,0.767344214
0.000105761,3.888879061,1.798093211,0.465311607,0.767344196
-7.4186E-05,3.889041185,1.798093214,0.465311642,0.767344179
-7.4186E-05,3.889365196,1.798093216,0.465311678,0.767344161
-7.4186E-05,3.889851093,1.798093216,0.46531172,0.76734414
-7.4186E-05,3.89001298,1.798093216,0.465311764,0.767344118
-7.4186E-05,3.890175104,1.798093217,0.465311805,0.767344098
-1.05348587,3.776942968,1.798093218,0.465494692,0.767252654
-1.448110342,3.731261253,1.798093218,0.465857794,0.767071103
-1.837696314,3.686389685,1.798093218,0.466326891,0.766836555
-2.284145594,3.635200262,1.798093218,0.466923842,0.766538079
-2.865735292,3.569431782,1.798093218,0.467664496,0.766167752
-3.346554518,3.514516592,1.798093218,0.468557365,0.765721318
-4.000123501,3.441296339,1.798093218,0.469622051,0.765188974
-4.000123501,3.435464621,1.798093218,0.470750555,0.764624722
-2.207847834,3.617543221,1.798093218,0.471511696,0.764244152
-2.182475328,3.620296955,1.798093218,0.472120396,0.763939802
-4.000123501,3.429147005,1.798093218,0.473086964,0.763456518
-2.845761299,3.54383707,1.798093218,0.473975225,0.763012387
-1.448110342,3.690439463,1.798093218,0.474493051,0.762753474
-2.486046553,3.581257105,1.798093218,0.475106521,0.76244674
-1.088935494,3.728507519,1.798093218,0.475509166,0.762245417
-1.458727241,3.690277338,1.798093218,0.475892551,0.762053725
-1.488958359,3.686875582,1.798093218,0.476310879,0.76184456
-0.466317713,3.79638195,1.798093218,0.476515666,0.761742167
-0.779965878,3.765117645,1.798093218,0.476715988,0.761642006
-0.78536433,3.765117645,1.798093218,0.476933869,0.761533066
-0.273774058,3.820842743,1.798093218,0.477037721,0.761481139
-0.07115338,3.844493389,1.798093218,0.47706963,0.761465185
-1.129243612,3.732071161,1.798093218,0.477330493,0.761334753
-0.657961607,3.78196454,1.798093218,0.477539666,0.761230167
0.055529539,3.859558582,1.798106199,0.477565141,0.76121743
-0.450842232,3.806911469,1.798108123,0.477676454,0.761161773
-0.445623755,3.807883263,1.798108123,0.477802309,0.761098845
-0.253619969,3.82926631,1.798108123,0.477879845,0.761060078
-0.633308828,3.789092302,1.798108123,0.478045084,0.760977458
-0.633488774,3.788930178,1.798108123,0.478223762,0.760888119
-0.633488774,3.788930178,1.798108123,0.478402481,0.760798759
-0.633308828,3.789092302,1.798108123,0.478581137,0.760709432
-0.633488774,3.788930178,1.798108123,0.478757087,0.760621457
-0.248401493,3.830886126,1.798108123,0.478831311,0.760584345
-0.815595448,3.770625353,1.798108123,0.479055367,0.760472316
-0.820634007,3.769491196,1.798108123,0.479286942,0.760356529
-0.061256275,3.830076218,1.798108123,0.479594652,0.760202674
-0.248221546,3.832992077,1.798108123,0.479613469,0.760193266
-0.622871876,3.797191858,1.798108123,0.479687657,0.760156172
-0.622691929,3.792008162,1.798108123,0.479863326,0.760068337
-0.24354291,3.82926631,1.798108123,0.480030777,0.759984611
-0.238324448,3.83363986,1.798108123,0.480098327,0.759950836
-0.42079103,3.816306829,1.798108123,0.480169789,0.759915106
0.602389455,3.918685675,1.798124595,0.4802739,0.75986305
1.022386551,3.968579054,1.798309085,0.4802739,0.75986305
1.316060543,4.003731251,1.798602665,0.4802739,0.75986305
1.386959791,4.015880585,1.798970609,0.4802739,0.75986305
1.48845005,4.029811859,1.799365853,0.4802739,0.75986305
